#u	v	pathways
P01569	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01569	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01571	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01571	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01571	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01571	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P05015	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P05015	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P05015	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P05015	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01570	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01570	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01570	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01570	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01562	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01562	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01562	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01562	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P05014	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P05014	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P05014	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P05014	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01566	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01566	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01566	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01566	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01567	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01567	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01567	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01567	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01563	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01563	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01563	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01563	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P32881	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P32881	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P32881	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P32881	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P05013	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P05013	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P05013	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P05013	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01568	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P48551	P01568	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05200|hsa04217|hsa05167|hsa04630|hsa05168
P01568	P17181	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P17181	P01568	hsa04650|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa05164|hsa04621|hsa04060|hsa04151|hsa05161|hsa05200|hsa04217|hsa04630|hsa05168
P01574	P48551	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04060|hsa04151|hsa04217|hsa05167|hsa04630|hsa04620|hsa05168
P48551	P01574	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04060|hsa04151|hsa04217|hsa05167|hsa04630|hsa04620|hsa05168
P01574	P17181	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04060|hsa04151|hsa04217|hsa05167|hsa04630|hsa04620|hsa05168
P17181	P01574	hsa04650|hsa05162|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04060|hsa04151|hsa04217|hsa05167|hsa04630|hsa04620|hsa05168
Q15382	P42345	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05163|hsa05168|hsa04910|hsa04211|hsa04714
P42345	Q15382	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05163|hsa05168|hsa04910|hsa04211|hsa04714
P31751	Q92574	hsa04150|hsa04072|hsa05165|hsa05231|hsa04152|hsa04151|hsa04218|hsa05168|hsa04140|hsa04211|hsa05163
Q92574	P31751	hsa04150|hsa04072|hsa05165|hsa05231|hsa04152|hsa04151|hsa04218|hsa05168|hsa04140|hsa04211|hsa05163
Q9Y243	Q92574	hsa04150|hsa04072|hsa05165|hsa05231|hsa04152|hsa04151|hsa04218|hsa05168|hsa04140|hsa04211|hsa05163
Q92574	Q9Y243	hsa04150|hsa04072|hsa05165|hsa05231|hsa04152|hsa04151|hsa04218|hsa05168|hsa04140|hsa04211|hsa05163
P31749	Q92574	hsa04150|hsa04072|hsa05165|hsa05231|hsa04152|hsa04151|hsa04218|hsa05168|hsa04140|hsa04211|hsa05163
Q92574	P31749	hsa04150|hsa04072|hsa05165|hsa05231|hsa04152|hsa04151|hsa04218|hsa05168|hsa04140|hsa04211|hsa05163
P31751	P49815	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
P49815	P31751	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
Q9Y243	P49815	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
P49815	Q9Y243	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
P31749	P49815	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
P49815	P31749	hsa04150|hsa04072|hsa05165|hsa05231|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
Q92574	Q15382	hsa04150|hsa04072|hsa05165|hsa04152|hsa04151|hsa04140|hsa04218|hsa05163|hsa05168|hsa04910|hsa04211|hsa04714
Q15382	Q92574	hsa04150|hsa04072|hsa05165|hsa04152|hsa04151|hsa04140|hsa04218|hsa05163|hsa05168|hsa04910|hsa04211|hsa04714
P49815	Q15382	hsa04150|hsa04072|hsa05165|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05163|hsa05168|hsa04910|hsa04211|hsa04714
Q15382	P49815	hsa04150|hsa04072|hsa05165|hsa04919|hsa04152|hsa04151|hsa04140|hsa04218|hsa05163|hsa05168|hsa04910|hsa04211|hsa04714
P42345	Q13541	hsa01521|hsa04150|hsa05165|hsa05231|hsa04066|hsa04012|hsa05221|hsa04152|hsa04151|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
Q13541	P42345	hsa01521|hsa04150|hsa05165|hsa05231|hsa04066|hsa04012|hsa05221|hsa04152|hsa04151|hsa04218|hsa05168|hsa04910|hsa04211|hsa05163
P48023	P25445	hsa05143|hsa04932|hsa04650|hsa05163|hsa05162|hsa01524|hsa05161|hsa05200|hsa04940|hsa04217|hsa05205|hsa05332|hsa04210|hsa05165|hsa04010|hsa05320|hsa05168|hsa05160|hsa05170|hsa05130|hsa05164|hsa04060|hsa05142|hsa05330
P25445	P48023	hsa05143|hsa04932|hsa04650|hsa05163|hsa05162|hsa01524|hsa05161|hsa05200|hsa04940|hsa04217|hsa05205|hsa05332|hsa04210|hsa05165|hsa04010|hsa05320|hsa05168|hsa05160|hsa05170|hsa05130|hsa05164|hsa04060|hsa05142|hsa05330
P01375	P19438	hsa04064|hsa04932|hsa04931|hsa04150|hsa04380|hsa05131|hsa05014|hsa04217|hsa05152|hsa04210|hsa05165|hsa04668|hsa04010|hsa05145|hsa05010|hsa04920|hsa05132|hsa04071|hsa04061|hsa05166|hsa05168|hsa05160|hsa05170|hsa05130|hsa04060|hsa05142|hsa05163
P19438	P01375	hsa04064|hsa04932|hsa04931|hsa04150|hsa04380|hsa05131|hsa05014|hsa04217|hsa05152|hsa04210|hsa05165|hsa04668|hsa04010|hsa05145|hsa05010|hsa04920|hsa05132|hsa04071|hsa04061|hsa05166|hsa05168|hsa05160|hsa05170|hsa05130|hsa04060|hsa05142|hsa05163
P25445	Q13158	hsa05162|hsa05167|hsa04210|hsa05165|hsa05160|hsa01524|hsa05170|hsa05169|hsa05130|hsa05164|hsa05010|hsa05161|hsa05200|hsa04217|hsa05142|hsa05163|hsa05168
Q13158	P25445	hsa05162|hsa05167|hsa04210|hsa05165|hsa05160|hsa01524|hsa05170|hsa05169|hsa05130|hsa05164|hsa05010|hsa05161|hsa05200|hsa04217|hsa05142|hsa05163|hsa05168
Q15628	Q13158	hsa05162|hsa04622|hsa04210|hsa05165|hsa04668|hsa05160|hsa05170|hsa05130|hsa05164|hsa05132|hsa05163|hsa05152|hsa05168
Q13158	Q15628	hsa05162|hsa04622|hsa04210|hsa05165|hsa04668|hsa05160|hsa05170|hsa05130|hsa05164|hsa05132|hsa05163|hsa05152|hsa05168
P19438	Q15628	hsa04064|hsa04210|hsa04668|hsa05160|hsa05170|hsa05130|hsa05131|hsa04920|hsa05132|hsa04071|hsa04217|hsa05167|hsa05163|hsa05168
Q15628	P19438	hsa04064|hsa04210|hsa04668|hsa05160|hsa05170|hsa05130|hsa05131|hsa04920|hsa05132|hsa04071|hsa04217|hsa05167|hsa05163|hsa05168
Q13158	Q14790	hsa04622|hsa05162|hsa01524|hsa05161|hsa05200|hsa04217|hsa05152|hsa04210|hsa05165|hsa04668|hsa05010|hsa04621|hsa05132|hsa05168|hsa05160|hsa05170|hsa05169|hsa05130|hsa05164|hsa04215|hsa05167|hsa05142|hsa04620|hsa05163
Q14790	Q13158	hsa04622|hsa05162|hsa01524|hsa05161|hsa05200|hsa04217|hsa05152|hsa04210|hsa05165|hsa04668|hsa05010|hsa04621|hsa05132|hsa05168|hsa05160|hsa05170|hsa05169|hsa05130|hsa05164|hsa04215|hsa05167|hsa05142|hsa04620|hsa05163
Q14790	P42574	hsa05016|hsa05162|hsa01524|hsa05161|hsa05152|hsa04210|hsa05165|hsa04668|hsa05145|hsa05010|hsa05132|hsa04115|hsa05168|hsa05160|hsa05170|hsa05169|hsa05130|hsa05164|hsa05163
P42574	Q14790	hsa05016|hsa05162|hsa01524|hsa05161|hsa05152|hsa04210|hsa05165|hsa04668|hsa05145|hsa05010|hsa05132|hsa04115|hsa05168|hsa05160|hsa05170|hsa05169|hsa05130|hsa05164|hsa05163
Q14790	P55957	hsa05162|hsa04210|hsa01524|hsa05160|hsa05170|hsa05169|hsa05416|hsa05164|hsa05010|hsa04932|hsa05161|hsa05200|hsa05167|hsa05163|hsa05152|hsa05168
P55957	Q14790	hsa05162|hsa04210|hsa01524|hsa05160|hsa05170|hsa05169|hsa05416|hsa05164|hsa05010|hsa04932|hsa05161|hsa05200|hsa05167|hsa05163|hsa05152|hsa05168
P55957	Q07812	hsa05162|hsa05160|hsa05170|hsa05169|hsa05164|hsa04071|hsa04217|hsa05167|hsa05163|hsa05152|hsa05168
Q07812	P55957	hsa05162|hsa05160|hsa05170|hsa05169|hsa05164|hsa04071|hsa04217|hsa05167|hsa05163|hsa05152|hsa05168
P55957	Q16611	hsa05162|hsa05160|hsa05170|hsa05169|hsa05164|hsa05167|hsa05163|hsa05168
Q16611	P55957	hsa05162|hsa05160|hsa05170|hsa05169|hsa05164|hsa05167|hsa05163|hsa05168
Q07812	P99999	hsa05160|hsa05170|hsa05169|hsa05012|hsa05130|hsa05164|hsa05131|hsa05132|hsa05200|hsa05014|hsa05167|hsa05163|hsa05152|hsa05168
P99999	Q07812	hsa05160|hsa05170|hsa05169|hsa05012|hsa05130|hsa05164|hsa05131|hsa05132|hsa05200|hsa05014|hsa05167|hsa05163|hsa05152|hsa05168
Q16611	P99999	hsa05160|hsa05170|hsa05169|hsa05130|hsa05164|hsa05132|hsa05200|hsa05167|hsa05163|hsa05168
P99999	Q16611	hsa05160|hsa05170|hsa05169|hsa05130|hsa05164|hsa05132|hsa05200|hsa05167|hsa05163|hsa05168
P99999	P55211	hsa05016|hsa05162|hsa01524|hsa05200|hsa05014|hsa05152|hsa04210|hsa05145|hsa05416|hsa05010|hsa04115|hsa05168|hsa05160|hsa05170|hsa05012|hsa05130|hsa05164|hsa05134|hsa05167|hsa05163
P55211	P99999	hsa05016|hsa05162|hsa01524|hsa05200|hsa05014|hsa05152|hsa04210|hsa05145|hsa05416|hsa05010|hsa04115|hsa05168|hsa05160|hsa05170|hsa05012|hsa05130|hsa05164|hsa05134|hsa05167|hsa05163
O14727	P55211	hsa05016|hsa05162|hsa04210|hsa01524|hsa05160|hsa05169|hsa05012|hsa04215|hsa05164|hsa05010|hsa05134|hsa05161|hsa05014|hsa04115|hsa05152|hsa05168
P55211	O14727	hsa05016|hsa05162|hsa04210|hsa01524|hsa05160|hsa05169|hsa05012|hsa04215|hsa05164|hsa05010|hsa05134|hsa05161|hsa05014|hsa04115|hsa05152|hsa05168
P55211	P42574	hsa05016|hsa05162|hsa01524|hsa05161|hsa05200|hsa05014|hsa05152|hsa04210|hsa05145|hsa05416|hsa05010|hsa04115|hsa05168|hsa05160|hsa05170|hsa05169|hsa05012|hsa05130|hsa05164|hsa04215|hsa05134|hsa05167|hsa05163
P42574	P55211	hsa05016|hsa05162|hsa01524|hsa05161|hsa05200|hsa05014|hsa05152|hsa04210|hsa05145|hsa05416|hsa05010|hsa04115|hsa05168|hsa05160|hsa05170|hsa05169|hsa05012|hsa05130|hsa05164|hsa04215|hsa05134|hsa05167|hsa05163
Q92934	P10415	hsa05162|hsa04210|hsa01524|hsa01522|hsa05170|hsa05152|hsa04151|hsa05200|hsa05210|hsa04140|hsa05168
P10415	Q92934	hsa05162|hsa04210|hsa01524|hsa01522|hsa05170|hsa05152|hsa04151|hsa05200|hsa05210|hsa04140|hsa05168
Q92934	Q07817	hsa05162|hsa05225|hsa01524|hsa04151|hsa05220|hsa05200|hsa04014|hsa04140|hsa05168|hsa05212
Q07817	Q92934	hsa05162|hsa05225|hsa01524|hsa04151|hsa05220|hsa05200|hsa04014|hsa04140|hsa05168|hsa05212
P10415	Q16611	hsa05162|hsa04210|hsa01524|hsa05170|hsa04215|hsa04141|hsa05168
Q16611	P10415	hsa05162|hsa04210|hsa01524|hsa05170|hsa04215|hsa04141|hsa05168
Q00978	P52630	hsa04625|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04217|hsa04630|hsa05168
P52630	Q00978	hsa04625|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04217|hsa04630|hsa05168
Q00978	P42224	hsa04625|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04217|hsa04630|hsa05168
P42224	Q00978	hsa04625|hsa05162|hsa05167|hsa05165|hsa05160|hsa05169|hsa04380|hsa05164|hsa04621|hsa04217|hsa04630|hsa05168
P01024	P01031	hsa05150|hsa05168
P01031	P01024	hsa05150|hsa05168
P01024	P27918	hsa05168
P27918	P01024	hsa05168
P36873	P05198	hsa05168
P05198	P36873	hsa05168
P01374	Q92956	hsa04060|hsa04061|hsa05168
Q92956	P01374	hsa04060|hsa04061|hsa05168
O43557	Q92956	hsa04060|hsa04061|hsa05168
Q92956	O43557	hsa04060|hsa04061|hsa05168
Q92956	Q12933	hsa05168
Q12933	Q92956	hsa05168
Q92956	O00463	hsa05168
O00463	Q92956	hsa05168
Q15788	Q92731	hsa05224|hsa04915|hsa05200
Q92731	Q15788	hsa05224|hsa04915|hsa05200
Q15788	P03372	hsa05224|hsa04915|hsa05200
P03372	Q15788	hsa05224|hsa04915|hsa05200
Q15596	Q92731	hsa04915
Q92731	Q15596	hsa04915
Q15596	P03372	hsa04915
P03372	Q15596	hsa04915
Q9Y6Q9	Q92731	hsa05224|hsa04915|hsa05200|hsa01522
Q92731	Q9Y6Q9	hsa05224|hsa04915|hsa05200|hsa01522
Q9Y6Q9	P03372	hsa05224|hsa04915|hsa05200|hsa01522
P03372	Q9Y6Q9	hsa05224|hsa04915|hsa05200|hsa01522
Q92731	P08047	hsa05224|hsa04915|hsa05200
P08047	Q92731	hsa05224|hsa04915|hsa05200
Q92731	P01100	hsa05224|hsa04915|hsa05200
P01100	Q92731	hsa05224|hsa04915|hsa05200
Q92731	P05412	hsa05224|hsa04915|hsa05200
P05412	Q92731	hsa05224|hsa04915|hsa05200
P03372	P08047	hsa05224|hsa04915|hsa05200
P08047	P03372	hsa05224|hsa04915|hsa05200
P03372	P01100	hsa05224|hsa04915|hsa05200
P01100	P03372	hsa05224|hsa04915|hsa05200
P03372	P05412	hsa05224|hsa04915|hsa05200
P05412	P03372	hsa05224|hsa04915|hsa05200
Q99527	P63092	hsa04915|hsa01522
P63092	Q99527	hsa04915|hsa01522
Q99527	O95467	hsa04915|hsa01522
O95467	Q99527	hsa04915|hsa01522
P63092	P12931	hsa04915|hsa01522
P12931	P63092	hsa04915|hsa01522
O95467	P12931	hsa04915|hsa01522
P12931	O95467	hsa04915|hsa01522
P12931	P08253	hsa04915|hsa01522
P08253	P12931	hsa04915|hsa01522
P12931	P14780	hsa04915|hsa01522
P14780	P12931	hsa04915|hsa01522
P08253	Q99075	hsa04915|hsa04912|hsa01522
Q99075	P08253	hsa04915|hsa04912|hsa01522
P14780	Q99075	hsa04915|hsa01522
Q99075	P14780	hsa04915|hsa01522
P63092	O60266	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa04972|hsa04970|hsa04962|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa05110|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
O60266	P63092	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa04972|hsa04970|hsa04962|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa05110|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
P63092	P40145	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa04972|hsa04970|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
P40145	P63092	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa04972|hsa04970|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
P63092	Q08828	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa05146|hsa04972|hsa04970|hsa04926|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa05142|hsa04915|hsa05032|hsa05163|hsa04934
Q08828	P63092	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa05146|hsa04972|hsa04970|hsa04926|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa05142|hsa04915|hsa05032|hsa05163|hsa04934
P63092	O95622	hsa04611|hsa04916|hsa05030|hsa04911|hsa04971|hsa04972|hsa04726|hsa04970|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa05034|hsa04976|hsa04713|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa05031|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa04924|hsa01522|hsa04912|hsa04923|hsa04728|hsa05012|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
O95622	P63092	hsa04611|hsa04916|hsa05030|hsa04911|hsa04971|hsa04972|hsa04726|hsa04970|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa05034|hsa04976|hsa04713|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa05031|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa04924|hsa01522|hsa04912|hsa04923|hsa04728|hsa05012|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
P63092	Q08462	hsa04611|hsa04020|hsa04916|hsa04911|hsa04971|hsa04972|hsa04970|hsa04922|hsa04724|hsa04913|hsa04925|hsa04928|hsa04261|hsa04921|hsa04713|hsa04976|hsa04714|hsa04935|hsa04927|hsa04072|hsa04750|hsa04270|hsa04918|hsa05414|hsa04015|hsa04024|hsa01522|hsa04912|hsa04923|hsa04540|hsa04926|hsa04915|hsa05032|hsa05163|hsa04934
