#u	v	pathways
Q9UM11	O60729	hsa04110
Q9UNH5	Q9UM11	hsa04110
Q9UM11	Q9UNH5	hsa04110
O60729	Q9H1A4	hsa04110
Q9H1A4	O60729	hsa04110
O60729	Q9BS18	hsa04110
Q9BS18	O60729	hsa04110
O60729	Q9UJX2	hsa04110
Q9UJX2	O60729	hsa04110
O60729	Q9UJX6	hsa04110
Q9UJX6	O60729	hsa04110
O60729	Q9UJX4	hsa04110
Q9UJX4	O60729	hsa04110
O60729	Q9UM13	hsa04110
Q9UM13	O60729	hsa04110
O60729	Q13042	hsa04110
Q13042	O60729	hsa04110
O60729	Q8NHZ8	hsa04110
Q8NHZ8	O60729	hsa04110
O60729	Q9UJX5	hsa04110
Q9UJX5	O60729	hsa04110
O60729	Q9UJX3	hsa04110
Q9UJX3	O60729	hsa04110
O60729	Q9NYG5	hsa04110
Q9NYG5	O60729	hsa04110
O60729	P30260	hsa04110
P30260	O60729	hsa04110
Q9UNH5	Q9H1A4	hsa04110
Q9H1A4	Q9UNH5	hsa04110
Q9UNH5	Q9BS18	hsa04110
Q9BS18	Q9UNH5	hsa04110
Q9UNH5	Q9UJX2	hsa04110
Q9UJX2	Q9UNH5	hsa04110
Q9UNH5	Q9UJX6	hsa04110
Q9UJX6	Q9UNH5	hsa04110
Q9UNH5	Q9UJX4	hsa04110
Q9UJX4	Q9UNH5	hsa04110
Q9UNH5	Q9UM13	hsa04110
Q9UM13	Q9UNH5	hsa04110
Q9UNH5	Q13042	hsa04110
Q13042	Q9UNH5	hsa04110
Q9UNH5	Q8NHZ8	hsa04110
Q8NHZ8	Q9UNH5	hsa04110
Q9UNH5	Q9UJX5	hsa04110
Q9UJX5	Q9UNH5	hsa04110
Q9UNH5	Q9UJX3	hsa04110
Q9UJX3	Q9UNH5	hsa04110
Q9UNH5	Q9NYG5	hsa04110
Q9NYG5	Q9UNH5	hsa04110
Q9UNH5	P30260	hsa04110
P30260	Q9UNH5	hsa04110
Q13315	P04637	hsa01524|hsa04210|hsa04110|hsa05131|hsa04115
P04637	Q13315	hsa01524|hsa04210|hsa04110|hsa05131|hsa04115
Q13535	P04637	hsa04110|hsa04115
P04637	Q13535	hsa04110|hsa04115
Q13535	O96017	hsa04110|hsa05166
O96017	Q13535	hsa04110|hsa05166
P33981	Q9Y6D9	hsa04110
Q9Y6D9	P33981	hsa04110
Q9Y6D9	Q13257	hsa04110|hsa05166
Q13257	Q9Y6D9	hsa04110|hsa05166
Q9Y6D9	Q9UI95	hsa04110
Q9UI95	Q9Y6D9	hsa04110
O43683	O43684	hsa04110
O43684	O43683	hsa04110
O60566	Q9H1A4	hsa04110
Q9H1A4	O60566	hsa04110
O60566	Q9BS18	hsa04110
Q9BS18	O60566	hsa04110
O60566	Q9UJX2	hsa04110
Q9UJX2	O60566	hsa04110
O60566	Q9UJX6	hsa04110
Q9UJX6	O60566	hsa04110
O60566	Q9UJX4	hsa04110
Q9UJX4	O60566	hsa04110
O60566	Q9UM13	hsa04110
Q9UM13	O60566	hsa04110
O60566	Q13042	hsa04110
Q13042	O60566	hsa04110
O60566	Q8NHZ8	hsa04110
Q8NHZ8	O60566	hsa04110
O60566	Q9UJX5	hsa04110
Q9UJX5	O60566	hsa04110
O60566	Q9UJX3	hsa04110
Q9UJX3	O60566	hsa04110
O60566	Q9NYG5	hsa04110
Q9NYG5	O60566	hsa04110
O60566	P30260	hsa04110
P30260	O60566	hsa04110
O43684	Q9H1A4	hsa04110
Q9H1A4	O43684	hsa04110
O43684	Q9BS18	hsa04110
Q9BS18	O43684	hsa04110
O43684	Q9UJX2	hsa04110
Q9UJX2	O43684	hsa04110
O43684	Q9UJX6	hsa04110
Q9UJX6	O43684	hsa04110
O43684	Q9UJX4	hsa04110
Q9UJX4	O43684	hsa04110
O43684	Q9UM13	hsa04110
Q9UM13	O43684	hsa04110
O43684	Q13042	hsa04110
Q13042	O43684	hsa04110
O43684	Q8NHZ8	hsa04110
Q8NHZ8	O43684	hsa04110
O43684	Q9UJX5	hsa04110
Q9UJX5	O43684	hsa04110
O43684	Q9UJX3	hsa04110
Q9UJX3	O43684	hsa04110
O43684	Q9NYG5	hsa04110
Q9NYG5	O43684	hsa04110
O43684	P30260	hsa04110
P30260	O43684	hsa04110
Q14674	Q9UQE7	hsa04110
Q9UQE7	Q14674	hsa04110
Q14674	Q8WVM7	hsa04110
Q8WVM7	Q14674	hsa04110
Q14674	Q8N3U4	hsa04110
Q8N3U4	Q14674	hsa04110
Q14674	O60216	hsa04110
O60216	Q14674	hsa04110
Q14674	Q14683	hsa04110
Q14683	Q14674	hsa04110
Q14674	Q8NDV3	hsa04110
Q8NDV3	Q14674	hsa04110
P24941	Q01094	hsa04110
Q01094	P24941	hsa04110
P24941	O00716	hsa04110
O00716	P24941	hsa04110
P24941	Q14209	hsa04110
Q14209	P24941	hsa04110
P78396	Q01094	hsa04110
Q01094	P78396	hsa04110
P78396	O00716	hsa04110
O00716	P78396	hsa04110
P78396	Q14209	hsa04110
Q14209	P78396	hsa04110
P20248	Q01094	hsa04110
Q01094	P20248	hsa04110
P20248	O00716	hsa04110
O00716	P20248	hsa04110
P20248	Q14209	hsa04110
Q14209	P20248	hsa04110
Q08999	Q14188	hsa04110
Q14188	Q08999	hsa04110
Q08999	Q14186	hsa04110
Q14186	Q08999	hsa04110
P06400	Q14188	hsa04110
Q14188	P06400	hsa04110
P06400	Q14186	hsa04110
Q14186	P06400	hsa04110
P01106	Q13105	hsa04110|hsa05200|hsa05222
Q13105	P01106	hsa04110|hsa05200|hsa05222
P00519	P06400	hsa04110
P06400	P00519	hsa04110
Q92769	P06400	hsa04110
P06400	Q92769	hsa04110
Q13547	P06400	hsa04110
P06400	Q13547	hsa04110
P42773	P30279	hsa04110
P30279	P42773	hsa04110
P42773	P30281	hsa04110
P30281	P42773	hsa04110
P55273	P11802	hsa04110
P11802	P55273	hsa04110
P55273	Q00534	hsa04110
Q00534	P55273	hsa04110
P55273	P24385	hsa04110
P24385	P55273	hsa04110
P55273	P30279	hsa04110
P30279	P55273	hsa04110
P55273	P30281	hsa04110
P30281	P55273	hsa04110
P05556	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200|hsa05414
P08514	P05556	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200|hsa05414
P61244	P01106	hsa05200|hsa05222
P01106	P61244	hsa05200|hsa05222
P61024	Q13309	hsa05200|hsa05222
Q13309	P61024	hsa05200|hsa05222
P33552	Q13309	hsa05200|hsa05222
Q13309	P33552	hsa05200|hsa05222
Q13753	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q13753	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q9Y6N6	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q9Y6N6	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P55268	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P55268	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P24043	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P24043	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P11047	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P11047	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
A4D0S4	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	A4D0S4	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q14031	P23229	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P23229	Q14031	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q14031	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q14031	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P29400	P23229	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P23229	P29400	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P29400	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P29400	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q13751	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q13751	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08572	P23229	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P23229	P08572	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08572	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P08572	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q16363	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q16363	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q16787	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q16787	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P25391	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P25391	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P02462	P23229	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P23229	P02462	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P02462	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P02462	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P02751	P17301	hsa05165|hsa04810|hsa05222|hsa04510|hsa04151|hsa05200
P17301	P02751	hsa05165|hsa04810|hsa05222|hsa04510|hsa04151|hsa05200
P02751	P23229	hsa05165|hsa04810|hsa05222|hsa04510|hsa04151|hsa05200
P23229	P02751	hsa05165|hsa04810|hsa05222|hsa04510|hsa04151|hsa05200
O15230	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	O15230	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P07942	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P07942	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q01955	P23229	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P23229	Q01955	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
Q01955	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	Q01955	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P53420	P23229	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P23229	P53420	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P53420	P08514	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P08514	P53420	hsa05165|hsa05222|hsa04510|hsa04151|hsa05200
P17301	Q05397	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
Q05397	P17301	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
P06756	Q05397	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
Q05397	P06756	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
P26006	Q05397	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
Q05397	P26006	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
P23229	Q05397	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
Q05397	P23229	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
P08514	Q05397	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
Q05397	P08514	hsa05165|hsa04810|hsa05222|hsa04151|hsa05200
P61244	Q13105	hsa05200|hsa05222
Q13105	P61244	hsa05200|hsa05222
O60701	P22309	hsa00040|hsa00053
P22309	O60701	hsa00040|hsa00053
Q07869	P48443	hsa03320
P48443	Q07869	hsa03320
Q07869	P28702	hsa03320
P28702	Q07869	hsa03320
Q03181	P48443	hsa03320
P48443	Q03181	hsa03320
Q03181	P19793	hsa03320
P19793	Q03181	hsa03320
Q03181	P28702	hsa03320
P28702	Q03181	hsa03320
Q96PG8	P10415	hsa01524|hsa04210|hsa04215|hsa05200|hsa05210
P10415	Q96PG8	hsa01524|hsa04210|hsa04215|hsa05200|hsa05210
Q96PG8	Q07817	hsa01524|hsa04210|hsa04215
Q07817	Q96PG8	hsa01524|hsa04210|hsa04215
P55957	P10415	hsa04215
P10415	P55957	hsa04215
P55957	Q07817	hsa04215
Q07817	P55957	hsa04215
Q9BXH1	P10415	hsa01524|hsa04210|hsa04215|hsa05200|hsa05210
P10415	Q9BXH1	hsa01524|hsa04210|hsa04215|hsa05200|hsa05210
Q9BXH1	Q07817	hsa01524|hsa04210|hsa04215
Q07817	Q9BXH1	hsa01524|hsa04210|hsa04215
Q13794	P10415	hsa01524|hsa04210|hsa04215|hsa05200|hsa05210
P10415	Q13794	hsa01524|hsa04210|hsa04215|hsa05200|hsa05210
Q13794	Q07817	hsa01524|hsa04210|hsa04215
Q07817	Q13794	hsa01524|hsa04210|hsa04215
Q07817	Q16611	hsa01524|hsa05200|hsa04210|hsa04215
Q16611	Q07817	hsa01524|hsa05200|hsa04210|hsa04215
Q9NR28	O15392	hsa04210|hsa04215
O15392	Q9NR28	hsa04210|hsa04215
Q9NR28	Q13489	hsa04210|hsa04215
Q13489	Q9NR28	hsa04210|hsa04215
Q9NR28	Q13490	hsa04210|hsa04215
Q13490	Q9NR28	hsa04210|hsa04215
Q9NR28	P98170	hsa04210|hsa04215
P98170	Q9NR28	hsa04210|hsa04215
O43464	O15392	hsa04210|hsa04215
O15392	O43464	hsa04210|hsa04215
O43464	Q13489	hsa04210|hsa04215
Q13489	O43464	hsa04210|hsa04215
O43464	Q13490	hsa04210|hsa04215
Q13490	O43464	hsa04210|hsa04215
O43464	P98170	hsa04210|hsa04215
P98170	O43464	hsa04210|hsa04215
O15392	P55210	hsa04210|hsa04215
P55210	O15392	hsa04210|hsa04215
Q13489	P55210	hsa04210|hsa04215
P55210	Q13489	hsa04210|hsa04215
Q13490	P55210	hsa04210|hsa04215
P55210	Q13490	hsa04210|hsa04215
P98170	P55210	hsa04210|hsa04215
P55210	P98170	hsa04210|hsa04215
Q96CA5	P55210	hsa04215
P55210	Q96CA5	hsa04215
Q8N5C8	Q9NYJ8	hsa04657
Q9NYJ8	Q8N5C8	hsa04657
P55211	Q9UKG1	hsa05200|hsa05210
Q9UKG1	P55211	hsa05200|hsa05210
P42574	P43146	hsa05200|hsa05210
P43146	P42574	hsa05200|hsa05210
P11233	P60763	hsa05210
P60763	P11233	hsa05210
P11233	P63000	hsa05210
P63000	P11233	hsa05210
P11233	P15153	hsa05210
P15153	P11233	hsa05210
P11233	P61586	hsa05210
P61586	P11233	hsa05210
P11234	P60763	hsa05210
P60763	P11234	hsa05210
P11234	P63000	hsa05210
P63000	P11234	hsa05210
P11234	P15153	hsa05210
P15153	P11234	hsa05210
P11234	P61586	hsa05210
P61586	P11234	hsa05210
Q15717	P24385	hsa04152
P24385	Q15717	hsa04152
Q15717	P78396	hsa04152
P78396	Q15717	hsa04152
Q15717	P20248	hsa04152
P20248	Q15717	hsa04152
P61026	P14672	hsa04152
P14672	P61026	hsa04152
P61006	P14672	hsa04152
P14672	P61006	hsa04152
P61019	P14672	hsa04152
P14672	P61019	hsa04152
P61106	P14672	hsa04152
P14672	P61106	hsa04152
Q15907	P14672	hsa04152
P14672	Q15907	hsa04152
Q96B36	P37231	hsa04152
P37231	Q96B36	hsa04152
Q8N122	P37231	hsa04152
P37231	Q8N122	hsa04152
P42345	P37231	hsa04152
P37231	P42345	hsa04152
O43741	Q15717	hsa04152
Q15717	O43741	hsa04152
Q9Y478	Q15717	hsa04152
Q15717	Q9Y478	hsa04152
P54646	Q15717	hsa04152
Q15717	P54646	hsa04152
P54619	Q15717	hsa04152
Q15717	P54619	hsa04152
Q9UGJ0	Q15717	hsa04152
Q15717	Q9UGJ0	hsa04152
Q9UGI9	Q15717	hsa04152
Q15717	Q9UGI9	hsa04152
Q13131	Q15717	hsa04152
Q15717	Q13131	hsa04152
Q7RTN6	O43741	hsa04152
O43741	Q7RTN6	hsa04152
Q7RTN6	Q9Y478	hsa04152
Q9Y478	Q7RTN6	hsa04152
Q7RTN6	P54619	hsa04152
P54619	Q7RTN6	hsa04152
Q7RTN6	Q9UGJ0	hsa04152
Q9UGJ0	Q7RTN6	hsa04152
Q7RTN6	Q9UGI9	hsa04152
Q9UGI9	Q7RTN6	hsa04152
Q9C0K7	O43741	hsa04152
O43741	Q9C0K7	hsa04152
Q9C0K7	Q9Y478	hsa04152
Q9Y478	Q9C0K7	hsa04152
Q9C0K7	P54619	hsa04152
P54619	Q9C0K7	hsa04152
Q9C0K7	Q9UGJ0	hsa04152
Q9UGJ0	Q9C0K7	hsa04152
Q9C0K7	Q9UGI9	hsa04152
Q9UGI9	Q9C0K7	hsa04152
Q9Y376	O43741	hsa04152
O43741	Q9Y376	hsa04152
Q9Y376	Q9Y478	hsa04152
Q9Y478	Q9Y376	hsa04152
Q9Y376	P54619	hsa04152
P54619	Q9Y376	hsa04152
Q9Y376	Q9UGJ0	hsa04152
Q9UGJ0	Q9Y376	hsa04152
Q9Y376	Q9UGI9	hsa04152
Q9UGI9	Q9Y376	hsa04152
Q9H9S4	O43741	hsa04152
O43741	Q9H9S4	hsa04152
Q9H9S4	Q9Y478	hsa04152
Q9Y478	Q9H9S4	hsa04152
Q9H9S4	P54619	hsa04152
P54619	Q9H9S4	hsa04152
Q9H9S4	Q9UGJ0	hsa04152
Q9UGJ0	Q9H9S4	hsa04152
Q9H9S4	Q9UGI9	hsa04152
Q9UGI9	Q9H9S4	hsa04152
O43318	O43741	hsa04152
O43741	O43318	hsa04152
O43318	Q9Y478	hsa04152
Q9Y478	O43318	hsa04152
O43318	P54619	hsa04152
P54619	O43318	hsa04152
O43318	Q9UGJ0	hsa04152
Q9UGJ0	O43318	hsa04152
O43318	Q9UGI9	hsa04152
Q9UGI9	O43318	hsa04152
O43741	O60825	hsa04152
O60825	O43741	hsa04152
O43741	P16118	hsa04152
P16118	O43741	hsa04152
O43741	Q16875	hsa04152
Q16875	O43741	hsa04152
O43741	Q16877	hsa04152
Q16877	O43741	hsa04152
Q9Y478	O60825	hsa04152
O60825	Q9Y478	hsa04152
Q9Y478	P16118	hsa04152
P16118	Q9Y478	hsa04152
Q9Y478	Q16875	hsa04152
Q16875	Q9Y478	hsa04152
Q9Y478	Q16877	hsa04152
Q16877	Q9Y478	hsa04152
P54646	O60825	hsa04152
O60825	P54646	hsa04152
P54646	P16118	hsa04152
P16118	P54646	hsa04152
P54646	Q16875	hsa04152
Q16875	P54646	hsa04152
P54646	Q16877	hsa04152
Q16877	P54646	hsa04152
P54619	O60825	hsa04152
O60825	P54619	hsa04152
P54619	P16118	hsa04152
P16118	P54619	hsa04152
P54619	Q16875	hsa04152
Q16875	P54619	hsa04152
P54619	Q16877	hsa04152
Q16877	P54619	hsa04152
Q9UGJ0	O60825	hsa04152
O60825	Q9UGJ0	hsa04152
Q9UGJ0	P16118	hsa04152
P16118	Q9UGJ0	hsa04152
Q9UGJ0	Q16875	hsa04152
Q16875	Q9UGJ0	hsa04152
Q9UGJ0	Q16877	hsa04152
Q16877	Q9UGJ0	hsa04152
Q9UGI9	O60825	hsa04152
O60825	Q9UGI9	hsa04152
Q9UGI9	P16118	hsa04152
P16118	Q9UGI9	hsa04152
Q9UGI9	Q16875	hsa04152
Q16875	Q9UGI9	hsa04152
Q9UGI9	Q16877	hsa04152
Q16877	Q9UGI9	hsa04152
Q13131	O60825	hsa04152
O60825	Q13131	hsa04152
Q13131	P16118	hsa04152
P16118	Q13131	hsa04152
Q13131	Q16875	hsa04152
Q16875	Q13131	hsa04152
Q13131	Q16877	hsa04152
Q16877	Q13131	hsa04152
O43741	O00418	hsa04152
O00418	O43741	hsa04152
Q9Y478	O00418	hsa04152
O00418	Q9Y478	hsa04152
P54646	O00418	hsa04152
O00418	P54646	hsa04152
P54619	O00418	hsa04152
O00418	P54619	hsa04152
Q9UGJ0	O00418	hsa04152
O00418	Q9UGJ0	hsa04152
Q9UGI9	O00418	hsa04152
O00418	Q9UGI9	hsa04152
Q13131	O00418	hsa04152
O00418	Q13131	hsa04152
O43741	Q9UBK2	hsa04152
Q9UBK2	O43741	hsa04152
Q9Y478	Q9UBK2	hsa04152
Q9UBK2	Q9Y478	hsa04152
P54646	Q9UBK2	hsa04152
Q9UBK2	P54646	hsa04152
P54619	Q9UBK2	hsa04152
Q9UBK2	P54619	hsa04152
Q9UGJ0	Q9UBK2	hsa04152
Q9UBK2	Q9UGJ0	hsa04152
Q9UGI9	Q9UBK2	hsa04152
Q9UBK2	Q9UGI9	hsa04152
Q13131	Q9UBK2	hsa04152
Q9UBK2	Q13131	hsa04152
O43741	O95822	hsa04152
O95822	O43741	hsa04152
Q9Y478	O95822	hsa04152
O95822	Q9Y478	hsa04152
P54646	O95822	hsa04152
O95822	P54646	hsa04152
P54619	O95822	hsa04152
O95822	P54619	hsa04152
Q9UGJ0	O95822	hsa04152
O95822	Q9UGJ0	hsa04152
Q9UGI9	O95822	hsa04152
O95822	Q9UGI9	hsa04152
Q13131	O95822	hsa04152
O95822	Q13131	hsa04152
O43741	Q53ET0	hsa04152
Q53ET0	O43741	hsa04152
Q9Y478	Q53ET0	hsa04152
Q53ET0	Q9Y478	hsa04152
P54646	Q53ET0	hsa04152
Q53ET0	P54646	hsa04152
P54619	Q53ET0	hsa04152
Q53ET0	P54619	hsa04152
Q9UGJ0	Q53ET0	hsa04152
Q53ET0	Q9UGJ0	hsa04152
Q9UGI9	Q53ET0	hsa04152
Q53ET0	Q9UGI9	hsa04152
Q13131	Q53ET0	hsa04152
Q53ET0	Q13131	hsa04152
O43741	P13807	hsa04152
P13807	O43741	hsa04152
O43741	P54840	hsa04152
P54840	O43741	hsa04152
Q9Y478	P13807	hsa04152
P13807	Q9Y478	hsa04152
Q9Y478	P54840	hsa04152
P54840	Q9Y478	hsa04152
P54646	P13807	hsa04152
P13807	P54646	hsa04152
P54646	P54840	hsa04152
P54840	P54646	hsa04152
P54619	P13807	hsa04152
P13807	P54619	hsa04152
P54619	P54840	hsa04152
P54840	P54619	hsa04152
Q9UGJ0	P13807	hsa04152
P13807	Q9UGJ0	hsa04152
Q9UGJ0	P54840	hsa04152
P54840	Q9UGJ0	hsa04152
Q9UGI9	P13807	hsa04152
P13807	Q9UGI9	hsa04152
Q9UGI9	P54840	hsa04152
P54840	Q9UGI9	hsa04152
Q13131	P13807	hsa04152
P13807	Q13131	hsa04152
Q13131	P54840	hsa04152
P54840	Q13131	hsa04152
O43741	Q05469	hsa04152
Q05469	O43741	hsa04152
Q9Y478	Q05469	hsa04152
Q05469	Q9Y478	hsa04152
P54646	Q05469	hsa04152
Q05469	P54646	hsa04152
P54619	Q05469	hsa04152
Q05469	P54619	hsa04152
Q9UGJ0	Q05469	hsa04152
Q05469	Q9UGJ0	hsa04152
Q9UGI9	Q05469	hsa04152
Q05469	Q9UGI9	hsa04152
Q13131	Q05469	hsa04152
Q05469	Q13131	hsa04152
O43741	P04035	hsa04152
P04035	O43741	hsa04152
Q9Y478	P04035	hsa04152
P04035	Q9Y478	hsa04152
P54646	P04035	hsa04152
P04035	P54646	hsa04152
P54619	P04035	hsa04152
P04035	P54619	hsa04152
Q9UGJ0	P04035	hsa04152
P04035	Q9UGJ0	hsa04152
Q9UGI9	P04035	hsa04152
P04035	Q9UGI9	hsa04152
Q13131	P04035	hsa04152
P04035	Q13131	hsa04152
O43741	Q86TI0	hsa04152
Q86TI0	O43741	hsa04152
Q9Y478	Q86TI0	hsa04152
Q86TI0	Q9Y478	hsa04152
P54646	Q86TI0	hsa04152
Q86TI0	P54646	hsa04152
P54619	Q86TI0	hsa04152
Q86TI0	P54619	hsa04152
Q9UGJ0	Q86TI0	hsa04152
Q86TI0	Q9UGJ0	hsa04152
Q9UGI9	Q86TI0	hsa04152
Q86TI0	Q9UGI9	hsa04152
Q13131	Q86TI0	hsa04152
Q86TI0	Q13131	hsa04152
Q86TI0	P61026	hsa04152
P61026	Q86TI0	hsa04152
Q86TI0	P61006	hsa04152
P61006	Q86TI0	hsa04152
Q86TI0	P61019	hsa04152
P61019	Q86TI0	hsa04152
Q86TI0	P61106	hsa04152
P61106	Q86TI0	hsa04152
Q86TI0	Q15907	hsa04152
Q15907	Q86TI0	hsa04152
O43741	P13569	hsa04152
P13569	O43741	hsa04152
Q9Y478	P13569	hsa04152
P13569	Q9Y478	hsa04152
P54646	P13569	hsa04152
P13569	P54646	hsa04152
P54619	P13569	hsa04152
P13569	P54619	hsa04152
Q9UGJ0	P13569	hsa04152
P13569	Q9UGJ0	hsa04152
Q9UGI9	P13569	hsa04152
P13569	Q9UGI9	hsa04152
Q13131	P13569	hsa04152
P13569	Q13131	hsa04152
Q8N4T8	Q92506	hsa00061
Q92506	Q8N4T8	hsa00061
P18084	O75578	hsa05165|hsa04151|hsa04510|hsa05414
O75578	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P17301	hsa05165|hsa04151|hsa04510|hsa05414
P17301	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P08648	hsa05165|hsa04151|hsa04510|hsa05414
P08648	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P56199	hsa05165|hsa04151|hsa04510|hsa05414
P56199	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	Q9UKX5	hsa05165|hsa04151|hsa04510|hsa05414
Q9UKX5	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P08514	hsa05165|hsa04151|hsa04510|hsa05414
P08514	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	Q13683	hsa05165|hsa04151|hsa04510|hsa05414
Q13683	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P26006	hsa05165|hsa04151|hsa04510|hsa05414
P26006	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P23229	hsa05165|hsa04151|hsa04510|hsa05414
P23229	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P13612	hsa05165|hsa04151|hsa04510|hsa05414
P13612	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	Q13797	hsa05165|hsa04151|hsa04510|hsa05414
Q13797	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P18084	P53708	hsa05165|hsa04151|hsa04510|hsa05414
P53708	P18084	hsa05165|hsa04151|hsa04510|hsa05414
P16144	O75578	hsa05165|hsa04151|hsa04510|hsa05414
O75578	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P17301	hsa05165|hsa04151|hsa04510|hsa05414
P17301	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P08648	hsa05165|hsa04151|hsa04510|hsa05414
P08648	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P56199	hsa05165|hsa04151|hsa04510|hsa05414
P56199	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	Q9UKX5	hsa05165|hsa04151|hsa04510|hsa05414
Q9UKX5	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P08514	hsa05165|hsa04151|hsa04510|hsa05414
P08514	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	Q13683	hsa05165|hsa04151|hsa04510|hsa05414
Q13683	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P26006	hsa05165|hsa04151|hsa04510|hsa05414
P26006	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P13612	hsa05165|hsa04151|hsa04510|hsa05414
P13612	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P06756	hsa05165|hsa04151|hsa04510|hsa05414
P06756	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	Q13797	hsa05165|hsa04151|hsa04510|hsa05414
Q13797	P16144	hsa05165|hsa04151|hsa04510|hsa05414
P16144	P53708	hsa05165|hsa04151|hsa04510|hsa05414
